gender,contract,paymentmethod,internetservice,charges_total,tenure,churn,cuentas_diarias
Male,Month-to-month,Electronic check,DSL,81.25,2,Yes,1.4783333333333333
Male,Month-to-month,Electronic check,DSL,546.45,8,No,2.2083333333333335
Male,Month-to-month,Credit card (automatic),Fiber optic,3180.5,35,No,3.033333333333333
Male,Month-to-month,Electronic check,Fiber optic,6578.55,65,No,3.478333333333333
Female,Two year,Credit card (automatic),DSL,5607.75,68,No,2.8333333333333335
Male,Month-to-month,Electronic check,Fiber optic,523.5,6,Yes,2.828333333333333
Male,One year,Credit card (automatic),Fiber optic,4422.95,46,No,3.1633333333333336
Female,Two year,Electronic check,Fiber optic,8349.7,72,No,3.8383333333333334
Female,One year,Electronic check,Fiber optic,6413.65,62,Yes,3.3383333333333334
Female,Two year,Mailed check,No,735.9,38,No,0.6733333333333333
Male,Month-to-month,Mailed check,DSL,53.5,1,Yes,1.7833333333333334
Female,Month-to-month,Electronic check,Fiber optic,5817.7,58,No,3.1766666666666667
Male,One year,Mailed check,No,279.5,17,No,0.67
Female,Two year,Bank transfer (automatic),Fiber optic,8317.95,72,No,3.828333333333333
Male,One year,Electronic check,DSL,3442.15,50,No,2.3216666666666668
Male,Month-to-month,Electronic check,DSL,219.65,4,Yes,1.645
Female,Month-to-month,Mailed check,No,61.7,3,No,0.6666666666666666
Male,Month-to-month,Credit card (automatic),Fiber optic,583.45,8,Yes,2.6816666666666666
Female,Month-to-month,Electronic check,Fiber optic,916.75,13,Yes,2.3383333333333334
Male,Two year,Mailed check,No,1177.95,55,No,0.6833333333333333
Female,Two year,Electronic check,DSL,6310.9,71,No,3.003333333333333
Female,One year,Electronic check,Fiber optic,3019.1,37,No,2.6683333333333334
Male,One year,Electronic check,Fiber optic,4534.9,41,Yes,3.731666666666667
Female,Two year,Bank transfer (automatic),DSL,4657.95,55,No,2.8366666666666664
Female,One year,Bank transfer (automatic),DSL,3088.75,61,No,1.6900000000000002
Male,Month-to-month,Mailed check,DSL,2924.05,44,No,2.0633333333333335
Male,One year,Electronic check,Fiber optic,6448.05,59,Yes,3.671666666666667
Female,Month-to-month,Electronic check,DSL,329.8,10,Yes,1.1566666666666667
Male,Month-to-month,Mailed check,No,42.9,2,No,0.6799999999999999
Female,Two year,Credit card (automatic),No,1119.9,56,No,0.66
Male,Two year,Electronic check,Fiber optic,7719.5,72,No,3.6133333333333337
Male,Month-to-month,Electronic check,Fiber optic,74.7,1,No,2.49
Male,Two year,Credit card (automatic),No,847.25,44,No,0.645
Male,Month-to-month,Credit card (automatic),No,208.25,10,No,0.6583333333333333
Male,Two year,Bank transfer (automatic),No,1434.1,72,No,0.6616666666666667
Male,One year,Mailed check,DSL,3465.7,66,No,1.8266666666666667
Male,Month-to-month,Electronic check,Fiber optic,2391.8,24,Yes,3.368333333333333
Male,One year,Credit card (automatic),Fiber optic,1633.0,18,No,2.9866666666666664
Male,Month-to-month,Electronic check,DSL,1127.35,22,Yes,1.8150000000000002
Female,Two year,Credit card (automatic),Fiber optic,5948.7,64,No,3.1533333333333333
Female,Month-to-month,Electronic check,DSL,849.9,22,No,1.3066666666666669
Male,Month-to-month,Electronic check,Fiber optic,4009.2,38,No,3.42
Male,Month-to-month,Mailed check,No,109.8,5,No,0.675
Female,Month-to-month,Electronic check,Fiber optic,560.6,6,Yes,3.275
Male,Month-to-month,Electronic check,Fiber optic,70.3,1,Yes,2.3433333333333333
Male,Month-to-month,Credit card (automatic),DSL,1074.65,18,No,1.8933333333333333
Female,One year,Bank transfer (automatic),DSL,651.55,11,No,1.7933333333333332
Male,Two year,Bank transfer (automatic),DSL,4250.1,67,No,2.1516666666666664
Male,Month-to-month,Credit card (automatic),Fiber optic,6841.05,67,No,3.3800000000000003
Female,Two year,Credit card (automatic),No,1937.4,72,No,0.8566666666666667
Female,Month-to-month,Credit card (automatic),Fiber optic,3545.1,47,No,2.515
Female,One year,Mailed check,DSL,3886.05,54,No,2.4033333333333333
Female,Month-to-month,Electronic check,Fiber optic,1060.2,12,Yes,3.27
Female,Month-to-month,Credit card (automatic),Fiber optic,2613.4,31,No,2.825
Female,Month-to-month,Bank transfer (automatic),DSL,733.95,11,No,2.135
Female,Month-to-month,Electronic check,DSL,2109.35,40,Yes,1.8599999999999999
Male,Month-to-month,Credit card (automatic),Fiber optic,775.3,11,No,2.506666666666667
Male,Month-to-month,Electronic check,Fiber optic,452.7,5,Yes,3.0833333333333335
Male,Month-to-month,Mailed check,No,19.75,1,No,0.6583333333333333
Female,One year,Bank transfer (automatic),No,395.6,20,No,0.6566666666666666
Male,Month-to-month,Credit card (automatic),No,169.75,8,No,0.6549999999999999
Male,Month-to-month,Mailed check,Fiber optic,74.3,1,No,2.4766666666666666
Female,Two year,Electronic check,Fiber optic,7943.45,72,No,3.7216666666666667
Male,Month-to-month,Electronic check,Fiber optic,531.0,6,Yes,3.033333333333333
Male,Month-to-month,Electronic check,Fiber optic,4086.3,40,Yes,3.395
Female,Month-to-month,Credit card (automatic),DSL,1642.75,23,No,2.455
Male,Month-to-month,Credit card (automatic),Fiber optic,2852.4,30,No,3.1666666666666665
Female,Month-to-month,Credit card (automatic),Fiber optic,2215.25,29,No,2.533333333333333
Male,Month-to-month,Electronic check,DSL,2666.75,59,No,1.4766666666666666
Male,Month-to-month,Bank transfer (automatic),Fiber optic,3273.55,41,Yes,2.7916666666666665
Female,One year,Bank transfer (automatic),Fiber optic,5458.8,58,No,3.26
Female,Month-to-month,Mailed check,No,20.65,1,No,0.6883333333333332
Male,Month-to-month,Electronic check,DSL,169.65,4,No,1.4933333333333332
Female,Two year,Credit card (automatic),No,1498.35,61,No,0.8333333333333334
Male,Month-to-month,Electronic check,Fiber optic,740.0,10,Yes,2.3333333333333335
Female,One year,Electronic check,DSL,1886.4,39,No,1.595
Female,Month-to-month,Mailed check,No,658.95,31,Yes,0.6516666666666667
Female,Month-to-month,Electronic check,DSL,68.75,2,Yes,1.1700000000000002
Male,One year,Mailed check,DSL,2484.0,31,No,2.643333333333333
Male,Month-to-month,Electronic check,DSL,174.3,4,Yes,1.4849999999999999
Female,Month-to-month,Electronic check,Fiber optic,2989.6,33,No,3.021666666666667
Female,One year,Mailed check,No,84.75,4,No,0.6799999999999999
Female,Two year,Mailed check,DSL,2316.85,32,No,2.453333333333333
Female,Two year,Credit card (automatic),Fiber optic,7882.25,72,No,3.6933333333333334
Male,Month-to-month,Electronic check,Fiber optic,760.05,11,No,2.3400000000000003
Male,Month-to-month,Electronic check,Fiber optic,1975.85,23,No,2.893333333333333
Female,Month-to-month,Bank transfer (automatic),Fiber optic,567.45,6,Yes,3.271666666666667
Female,Month-to-month,Electronic check,Fiber optic,69.55,1,Yes,2.3183333333333334
Male,Month-to-month,Electronic check,Fiber optic,1451.1,15,No,3.19
Male,Two year,Credit card (automatic),No,1864.2,72,No,0.8583333333333333
Female,Two year,Bank transfer (automatic),No,821.6,35,No,0.81
Male,One year,Bank transfer (automatic),DSL,2614.1,50,No,1.8299999999999998
Male,Month-to-month,Electronic check,Fiber optic,79.5,1,Yes,2.65
Female,Month-to-month,Mailed check,Fiber optic,158.4,2,Yes,2.515
Female,Two year,Electronic check,DSL,3126.45,41,No,2.615
Male,Month-to-month,Electronic check,DSL,1803.7,33,No,1.82
Male,Month-to-month,Bank transfer (automatic),Fiber optic,3777.15,38,Yes,3.308333333333333
Male,One year,Electronic check,Fiber optic,6339.45,60,No,3.478333333333333
Male,One year,Mailed check,DSL,1466.1,25,No,1.8366666666666667
Female,Two year,Mailed check,No,0.0,0,No,0.6666666666666666
Male,Two year,Credit card (automatic),Fiber optic,7085.5,70,No,3.3666666666666667
Male,Month-to-month,Bank transfer (automatic),Fiber optic,6572.85,60,No,3.6483333333333334
Female,One year,Bank transfer (automatic),DSL,2106.3,34,No,2.14
Female,Month-to-month,Electronic check,Fiber optic,2093.4,27,No,2.5366666666666666
Female,Two year,Mailed check,No,1093.0,60,No,0.6866666666666668
Male,Month-to-month,Electronic check,Fiber optic,1233.4,17,Yes,2.5483333333333333
Female,Two year,Bank transfer (automatic),Fiber optic,6585.35,71,Yes,3.1233333333333335
Male,Two year,Electronic check,Fiber optic,5873.75,56,No,3.44
Male,Two year,Electronic check,Fiber optic,5638.3,61,Yes,3.1366666666666663
Male,Month-to-month,Bank transfer (automatic),DSL,469.65,15,No,1.0066666666666666
Female,Two year,Bank transfer (automatic),DSL,4504.9,70,No,2.1516666666666664
Female,Month-to-month,Mailed check,DSL,24.7,1,No,0.8233333333333334
Male,One year,Credit card (automatic),DSL,2763.35,42,No,2.1233333333333335
Female,Month-to-month,Credit card (automatic),No,19.95,1,No,0.6649999999999999
Female,Month-to-month,Electronic check,Fiber optic,186.05,2,No,2.8016666666666667
Male,Two year,Bank transfer (automatic),No,1492.1,72,No,0.69
Male,One year,Mailed check,DSL,3865.45,52,No,2.5133333333333336
Female,One year,Electronic check,DSL,3053.0,57,No,1.7816666666666667
Male,One year,Mailed check,No,128.6,7,No,0.65
Male,One year,Bank transfer (automatic),Fiber optic,4535.85,47,No,3.1599999999999997
Female,One year,Bank transfer (automatic),Fiber optic,6744.25,65,No,3.5016666666666665
Female,One year,Bank transfer (automatic),No,1623.15,72,No,0.7766666666666667
Male,Two year,Bank transfer (automatic),No,1498.85,68,No,0.8049999999999999
Male,Month-to-month,Mailed check,No,24.05,1,Yes,0.8016666666666666
Male,Month-to-month,Electronic check,Fiber optic,237.95,4,Yes,2.3400000000000003
Female,Month-to-month,Electronic check,Fiber optic,3762.0,37,Yes,3.316666666666667
Female,Two year,Bank transfer (automatic),No,1419.4,72,No,0.705
Male,Month-to-month,Credit card (automatic),Fiber optic,4370.75,48,No,3.0349999999999997
Female,Month-to-month,Electronic check,Fiber optic,506.9,7,Yes,2.3
Female,Month-to-month,Credit card (automatic),No,19.55,1,No,0.6516666666666667
Male,One year,Bank transfer (automatic),DSL,2661.1,35,No,2.4483333333333333
Male,Two year,Bank transfer (automatic),Fiber optic,4378.35,44,No,3.3366666666666664
Female,Two year,Electronic check,DSL,1593.1,37,No,1.5133333333333332
Female,One year,Bank transfer (automatic),DSL,3874.1,65,No,2.045
Female,One year,Mailed check,DSL,3801.3,59,No,2.183333333333333
Female,Month-to-month,Electronic check,DSL,1073.3,22,No,1.6866666666666668
Male,Month-to-month,Bank transfer (automatic),DSL,70.45,1,No,2.3483333333333336
Male,Month-to-month,Electronic check,DSL,1621.35,54,No,1.0133333333333332
Male,Month-to-month,Electronic check,Fiber optic,4915.15,44,No,3.716666666666667
Female,Two year,Mailed check,No,100.35,6,No,0.67
Female,One year,Bank transfer (automatic),No,989.05,50,No,0.6583333333333333
Male,One year,Credit card (automatic),No,259.65,13,No,0.6433333333333333
Male,Month-to-month,Electronic check,DSL,66.95,3,Yes,0.825
Female,Month-to-month,Mailed check,No,20.35,1,No,0.6783333333333333
Male,Two year,Credit card (automatic),No,509.3,27,No,0.6566666666666666
Male,Two year,Credit card (automatic),Fiber optic,7782.85,71,No,3.643333333333333
Male,One year,Electronic check,DSL,641.25,14,No,1.4866666666666668
Male,Month-to-month,Electronic check,Fiber optic,3143.65,31,No,3.3800000000000003
Female,Month-to-month,Electronic check,Fiber optic,1901.65,20,No,3.2183333333333333
Female,Month-to-month,Bank transfer (automatic),DSL,540.95,12,No,1.46
Male,One year,Mailed check,DSL,1564.05,40,No,1.3416666666666666
Male,Month-to-month,Credit card (automatic),DSL,208.7,6,Yes,1.0166666666666666
Male,Two year,Credit card (automatic),No,1414.65,72,No,0.66
Male,Month-to-month,Credit card (automatic),DSL,49.0,1,No,1.6333333333333333
Female,Month-to-month,Credit card (automatic),Fiber optic,266.9,4,Yes,2.335
Female,Month-to-month,Electronic check,Fiber optic,77.15,1,Yes,2.5716666666666668
Male,Two year,Bank transfer (automatic),DSL,4818.8,64,No,2.5366666666666666
Female,Month-to-month,Bank transfer (automatic),Fiber optic,1164.3,12,Yes,3.3383333333333334
Male,Month-to-month,Electronic check,Fiber optic,340.85,4,Yes,2.7
Male,Month-to-month,Electronic check,Fiber optic,7713.55,71,No,3.5833333333333335
Male,Two year,Mailed check,No,1240.15,64,No,0.6516666666666667
Male,Month-to-month,Bank transfer (automatic),DSL,2447.45,33,No,2.425
Female,Month-to-month,Mailed check,Fiber optic,70.15,1,Yes,2.3383333333333334
Female,Month-to-month,Mailed check,No,72.0,3,No,0.6950000000000001
Female,One year,Electronic check,Fiber optic,7069.3,70,No,3.3916666666666666
Female,Month-to-month,Electronic check,DSL,2553.35,51,No,1.655
Male,Month-to-month,Electronic check,DSL,225.6,4,Yes,1.6966666666666665
Male,Two year,Credit card (automatic),No,1284.2,67,No,0.6466666666666666
Female,Two year,Credit card (automatic),Fiber optic,7511.3,68,No,3.725
Female,Two year,Bank transfer (automatic),No,1416.75,62,No,0.7883333333333333
Male,Month-to-month,Credit card (automatic),Fiber optic,6871.9,66,Yes,3.335
Male,One year,Electronic check,DSL,3229.65,53,Yes,2.0016666666666665
Female,Month-to-month,Electronic check,Fiber optic,69.6,1,Yes,2.32
Male,Month-to-month,Electronic check,DSL,201.0,4,Yes,1.6183333333333332
Male,One year,Credit card (automatic),Fiber optic,5289.05,64,No,2.81
Female,Month-to-month,Mailed check,DSL,130.15,3,No,1.5366666666666666
Male,One year,Electronic check,DSL,3985.35,71,No,1.8816666666666668
Male,Month-to-month,Mailed check,No,38.8,2,No,0.6549999999999999
Male,Month-to-month,Electronic check,Fiber optic,2180.55,27,Yes,2.65
Male,Month-to-month,Electronic check,Fiber optic,746.5,9,Yes,2.835
Female,Two year,Bank transfer (automatic),No,717.95,36,No,0.675
Male,Month-to-month,Electronic check,Fiber optic,669.0,7,Yes,3.1416666666666666
Male,Two year,Bank transfer (automatic),DSL,4929.55,65,No,2.5383333333333336
Male,One year,Bank transfer (automatic),No,600.25,33,No,0.6483333333333333
Male,Two year,Credit card (automatic),Fiber optic,5760.65,54,No,3.6
Female,Month-to-month,Bank transfer (automatic),No,19.9,1,No,0.6633333333333333
Female,Month-to-month,Mailed check,Fiber optic,1145.7,15,Yes,2.481666666666667
Male,Month-to-month,Electronic check,Fiber optic,420.2,4,Yes,3.3400000000000003
Female,Month-to-month,Electronic check,Fiber optic,2169.75,26,Yes,2.8316666666666666
Female,Month-to-month,Electronic check,Fiber optic,929.45,10,No,2.9616666666666664
Male,One year,Electronic check,Fiber optic,7482.1,67,Yes,3.71
Male,Month-to-month,Electronic check,Fiber optic,898.35,10,Yes,3.1783333333333332
Male,Two year,Bank transfer (automatic),DSL,4543.95,60,No,2.565
Male,One year,Credit card (automatic),No,1600.95,65,No,0.8266666666666667
Male,Two year,Credit card (automatic),Fiber optic,7559.55,72,No,3.496666666666667
Female,Month-to-month,Bank transfer (automatic),Fiber optic,2510.7,26,No,3.27
Female,One year,Mailed check,No,145.0,8,Yes,0.6583333333333333
Male,Month-to-month,Mailed check,No,20.45,1,No,0.6816666666666666
Female,Month-to-month,Credit card (automatic),Fiber optic,4834.0,48,No,3.335
Female,Month-to-month,Credit card (automatic),Fiber optic,3190.65,41,No,2.71
Male,Month-to-month,Electronic check,DSL,25.15,1,Yes,0.8383333333333333
Female,Month-to-month,Electronic check,Fiber optic,455.3,6,Yes,3.0366666666666666
Female,Month-to-month,Mailed check,DSL,44.75,1,No,1.4916666666666667
Female,Month-to-month,Electronic check,Fiber optic,3340.55,37,No,2.96
Female,One year,Electronic check,Fiber optic,6139.5,56,No,3.683333333333333
Female,One year,Mailed check,No,173.15,7,No,0.6633333333333333
Female,Month-to-month,Mailed check,Fiber optic,324.2,4,No,2.6766666666666667
Female,Month-to-month,Credit card (automatic),Fiber optic,6951.15,71,No,3.3216666666666668
Male,Month-to-month,Electronic check,Fiber optic,5780.7,58,No,3.296666666666667
Male,Two year,Bank transfer (automatic),No,978.0,53,No,0.6549999999999999
Male,Month-to-month,Electronic check,Fiber optic,2807.65,31,No,2.981666666666667
Male,Month-to-month,Mailed check,No,20.3,1,No,0.6766666666666666
Male,Month-to-month,Bank transfer (automatic),DSL,335.65,6,No,1.8566666666666667
Male,Two year,Bank transfer (automatic),DSL,3199.0,49,No,2.205
Female,One year,Bank transfer (automatic),DSL,469.25,8,No,1.9400000000000002
Female,One year,Mailed check,No,417.0,22,No,0.6683333333333333
Male,Month-to-month,Electronic check,Fiber optic,2467.1,29,Yes,2.815
Male,Month-to-month,Bank transfer (automatic),DSL,2117.2,61,No,1.12
Female,Month-to-month,Credit card (automatic),Fiber optic,2758.15,30,Yes,3.0566666666666666
Female,Month-to-month,Electronic check,Fiber optic,2368.4,25,Yes,2.9699999999999998
Male,Month-to-month,Electronic check,Fiber optic,718.55,9,No,2.6516666666666664
Male,One year,Electronic check,No,99.45,5,No,0.685
Male,Month-to-month,Electronic check,Fiber optic,758.6,9,Yes,2.8449999999999998
Female,One year,Credit card (automatic),Fiber optic,7118.9,65,No,3.6016666666666666
Male,Month-to-month,Bank transfer (automatic),Fiber optic,2948.6,29,No,3.381666666666667
Female,Month-to-month,Mailed check,No,25.75,1,No,0.8583333333333333
Female,Month-to-month,Credit card (automatic),Fiber optic,958.25,12,No,2.6516666666666664
Female,One year,Mailed check,Fiber optic,5448.6,55,No,3.3633333333333337
Male,Month-to-month,Electronic check,Fiber optic,926.25,11,Yes,2.4616666666666664
Male,Two year,Credit card (automatic),No,1629.2,68,No,0.8350000000000001
Male,Month-to-month,Electronic check,Fiber optic,3540.65,34,No,3.5116666666666663
Male,Month-to-month,Credit card (automatic),No,20.75,1,No,0.6916666666666667
Male,One year,Mailed check,DSL,1939.35,36,No,1.7883333333333333
Female,Two year,Mailed check,No,387.9,15,No,0.84
Male,Month-to-month,Mailed check,DSL,524.5,10,No,1.7216666666666667
Female,Two year,Mailed check,DSL,213.35,3,No,2.3699999999999997
Female,Month-to-month,Electronic check,No,25.7,1,No,0.8566666666666667
Male,Month-to-month,Credit card (automatic),Fiber optic,3551.65,43,No,2.8699999999999997
Female,Month-to-month,Mailed check,No,163.6,8,No,0.6683333333333333
Female,Month-to-month,Electronic check,DSL,181.6,4,Yes,1.5333333333333334
Male,Two year,Bank transfer (automatic),No,1387.45,71,No,0.6533333333333334
Male,Month-to-month,Electronic check,Fiber optic,1625.65,17,Yes,3.128333333333333
Female,Month-to-month,Credit card (automatic),DSL,273.25,6,No,1.6316666666666668
